X,Y,response,bio2,bio6,bio12,bio15,bio19
-93.13768756,17.11091008,1,120,112,1800,54,250
-100.1043546,21.98591033,1,153,86,569,80,46
-104.0210215,18.91091017,1,124,166,869,108,24
-95.02102099,17.35257676,1,105,166,2521,83,228
-99.31268788,23.91924377,1,139,85,798,72,59
-93.14602089,16.8442434,1,130,124,1180,91,47
-103.3210214,19.37757686,1,145,87,1043,106,41
-102.7210214,20.32757691,1,155,70,840,109,35
-99.60435456,17.81091011,1,142,139,714,98,33
-99.39602122,21.93591033,1,123,110,1604,87,91
-99.7626879,23.98591044,1,154,43,661,71,56
-99.10435454,21.16091029,1,143,93,1447,80,99
-94.08768761,16.45257671,1,118,146,1415,99,39
-93.73768759,16.3525767,1,126,139,1041,102,22
-106.6126883,23.83591043,1,140,123,740,114,67
-92.1126875,16.88591007,1,128,125,1906,65,173
-96.72102108,17.06924341,1,158,81,674,94,15
-87.5960206,20.85257694,1,116,164,1282,53,147
-99.10435454,23.2359104,1,130,107,854,72,65
-108.254355,26.82757725,1,177,77,840,103,112
-100.4126879,19.07757685,1,157,128,1039,104,42
-107.7376883,27.02757726,1,177,23,978,98,131
-99.92935458,18.31091014,1,140,134,1026,110,20
-90.93768744,16.11091003,1,112,177,2998,68,308
-99.03768787,22.66091037,1,116,121,1169,87,62
-103.7293548,19.20257685,1,140,151,886,109,45
-92.97935422,17.50257676,1,114,164,4123,43,857
-93.02102088,16.10257669,1,145,127,1667,97,40
-98.01268781,21.16924362,1,107,130,1358,62,163
-98.54602117,21.06091028,1,135,96,1877,64,185
-92.52102086,15.55257666,1,137,99,1701,85,48
-99.23768788,18.88591017,1,149,117,993,103,34
-92.72102087,15.37757665,1,144,170,3115,90,109
-99.64602123,18.7942435,1,138,105,1172,100,41
-99.81268791,24.05257711,1,155,49,573,69,51
-102.412688,20.21091024,1,157,69,810,105,35
-93.02102088,16.09424336,1,145,126,1663,97,38
-96.82935442,18.91091017,1,118,128,2001,78,143
-93.87935426,16.54424338,1,120,150,1096,100,28
-97.97102114,20.09424357,1,127,60,2001,78,144
-106.1210216,23.2609104,1,106,144,859,114,65
-99.43768789,22.83591038,1,125,106,1435,91,68
-104.4293548,19.70257688,1,145,112,1253,107,58
-92.90435421,17.00257674,1,128,111,1544,71,126
-93.11268756,17.12757675,1,120,116,1817,54,252
-93.09602089,16.72757672,1,137,138,961,105,16
-103.6043548,19.3609102,1,141,111,1038,110,41
-88.14602063,21.13591029,1,124,158,1163,64,121
-103.1626881,18.77757683,1,126,123,1276,98,52
-89.18768735,20.86091027,1,127,164,1042,69,99
-102.6543547,21.86924366,1,182,40,614,100,38
-93.92935427,16.57757672,1,119,150,1126,99,31
-99.94602125,20.73591027,1,163,47,535,82,34
-93.51268758,16.59424338,1,127,146,840,104,22
-92.12102084,18.1275768,1,100,187,1965,57,304
-95.16268766,17.86091012,1,106,165,1450,85,114
-99.03768787,21.64424365,1,124,122,1887,77,140
-100.2543546,23.26924373,1,162,60,420,60,45
-91.79602082,16.53591005,1,131,101,1921,64,202
-88.61268732,18.33591014,1,99,172,1371,60,219
-92.17102084,15.93591002,1,143,142,1176,92,51
-92.28768751,16.01091002,1,144,139,1178,94,42
-96.85435442,19.89424356,1,103,130,1847,45,286
-93.58768758,16.16091003,1,129,109,1379,98,24
-100.3126879,25.67757719,1,121,79,590,75,48
-97.52935445,20.88591027,1,95,146,1086,61,115
-106.4626883,23.27757707,1,98,147,779,120,40
-92.56268753,16.66091005,1,127,43,1168,75,62
-99.27102121,23.80257709,1,139,79,694,73,56
-99.17935454,23.66924375,1,136,88,672,70,58
-93.07102089,15.81091001,1,135,92,1686,94,25
-92.6543542,16.33591004,1,147,131,1260,99,21
-95.82102103,17.81091011,1,109,172,2146,83,158
-89.94602072,20.52757692,1,121,169,1118,75,85
-92.92102088,17.56924344,1,115,174,3539,44,729
-89.82102072,19.98591023,1,134,158,1035,72,77
-99.07935453,16.78591006,1,144,198,1271,114,19
-101.6210213,17.70257678,1,123,191,1000,110,18
-106.3793549,23.3609104,1,105,142,824,114,67
-99.75435457,24.78591048,1,142,72,781,70,59
-99.06268787,18.83591017,1,166,117,907,100,34
-107.679355,26.66091058,1,173,74,743,99,107
-98.4543545,21.63591031,1,112,135,1062,69,119
-89.95435406,18.04424346,1,107,161,1256,60,144
-103.6460214,18.88591017,1,132,158,849,109,22
-96.75435441,19.34424353,1,115,131,1061,85,70
-92.5793542,15.39424332,1,137,138,2753,86,101
-95.92935437,16.50257671,1,134,112,862,97,22
-97.92935447,16.9192434,1,160,128,1512,109,31
-105.7293549,22.53591036,1,108,146,908,108,63
-99.15435454,21.55257698,1,135,88,1740,81,124
-102.0293547,17.98591012,1,125,181,1027,109,28
-99.93768791,20.87757694,1,175,62,410,75,25
-106.4126882,23.27757707,1,98,147,788,120,41
-96.92935442,19.58591021,1,97,97,1633,66,168
-100.0543546,21.30257696,1,164,70,565,86,32
-89.68768738,21.11924362,1,86,185,701,67,78
-95.60435435,16.61091005,1,131,147,772,106,11
-99.37935455,23.58591042,1,139,81,524,70,41
-95.36268767,17.33591009,1,111,164,2155,90,155
-104.1793548,21.02757695,1,169,95,880,117,41
-98.76268785,20.56924359,1,151,52,549,78,34
-95.07102099,18.61924349,1,89,180,3297,65,505
-95.60435435,16.39424337,1,131,165,614,111,4
-93.68768759,16.02757669,1,124,183,1745,100,34
-88.20435397,21.55257698,1,113,165,676,54,109
-104.9460215,19.50257687,1,131,154,974,112,33
-93.03768755,17.54424343,1,115,170,3949,44,821
-92.82102087,15.65257667,1,136,87,1698,91,29
-93.69602092,15.92757668,1,125,190,1625,99,29
-103.7710214,19.32757686,1,143,141,1007,112,45
-91.78768749,16.11924336,1,136,104,1807,69,188
-103.5626881,22.30257702,1,158,23,536,101,55
-96.37935439,17.63591011,1,118,110,2601,75,239
-92.90435421,17.17757675,1,119,91,2139,50,318
-88.15435396,21.13591029,1,124,158,1162,64,120
-92.48768752,15.94424335,1,145,134,1602,95,50
-103.4793548,20.08591023,1,152,81,629,102,29
-96.94602109,17.77757678,1,139,123,663,95,27
-96.51268773,17.30257675,1,138,69,867,88,54
-99.16268787,17.44424343,1,144,129,1174,104,36
-104.3543548,20.36091025,1,143,58,1097,102,66
-96.39602106,19.62757688,1,95,170,1129,92,63
-91.31268746,16.2025767,1,121,167,2972,72,283
-96.83768775,18.91924351,1,117,127,2021,78,146
-88.1876873,21.21091029,1,122,160,1127,63,125
-105.0210215,19.42757687,1,126,162,779,110,29
-99.0460212,22.09424367,1,116,121,1295,85,73
-104.3376881,20.44424359,1,145,57,1062,103,62
-99.77935457,24.74424381,1,146,64,710,72,54
-105.0293548,19.52757687,1,129,159,813,110,29
-89.5710207,20.16924357,1,135,157,1048,65,90
-98.46268784,18.93591017,1,164,68,885,94,21
-105.7710215,22.65257703,1,107,146,878,102,63
-99.29602121,21.66924365,1,128,112,1544,90,92
-93.74602092,16.2775767,1,126,131,1299,100,32
-104.4876881,19.14424352,1,116,169,973,113,34
-99.54602123,21.19424362,1,156,82,743,87,34
-95.60435435,16.66924339,1,129,145,887,103,22
-95.04602099,17.31924342,1,105,166,2522,84,224
-97.90435447,17.05257674,1,163,111,1405,107,30
-96.68768774,18.04424346,1,116,101,2823,82,265
-99.82102124,18.31924347,1,131,130,1104,106,27
-103.8126881,19.57757687,1,146,107,757,101,40
-98.9960212,18.60257682,1,169,120,824,105,20
-98.97935453,22.077577,1,115,117,1376,81,89
-99.42935455,20.85257694,1,162,76,551,82,34
-99.27102121,23.76924376,1,139,77,664,73,54
-88.94602067,19.94424356,1,131,162,1071,66,96
-99.23768788,18.7442435,1,166,120,872,103,26
-92.66268753,16.33591004,1,147,131,1266,99,21
-97.52935445,20.0275769,1,107,106,3513,63,383
-92.37102085,14.79424329,1,130,190,1607,91,48
-103.3126881,20.18591024,1,149,57,782,101,37
-95.54602102,16.31924337,1,125,137,936,104,14
-99.62935456,20.52757692,1,174,52,482,79,33
-99.11268787,21.46924364,1,136,74,1676,82,121
-97.92935447,22.60257703,1,87,137,1014,96,67
-92.89602088,17.10257674,1,122,100,2038,53,276
-97.96268781,21.08591029,1,107,134,1278,62,149
-99.6626879,17.55257677,1,109,106,1524,102,38
-100.1293546,19.21924352,1,142,72,1008,98,33
-95.47935435,16.41091004,1,125,168,675,115,3
-96.24602105,17.94424345,1,99,160,3682,81,280
-99.57935456,18.43591015,1,146,131,1239,106,32
-98.56268784,21.06924362,1,135,92,1951,65,186
-108.5126884,26.84424392,1,180,86,780,105,108
-97.39602111,19.80257688,1,123,45,1230,69,119
-88.07102063,21.54424364,1,113,165,699,53,114
-96.92935442,17.71091011,1,140,122,593,95,23
-90.21268741,20.6442436,1,104,182,962,80,76
-99.39602122,20.89424361,1,162,77,568,84,25
-96.77102108,19.34424353,1,115,129,1102,84,73
-104.9710215,21.93591033,1,128,133,1782,129,68
-100.2626879,22.5692437,1,163,74,541,71,46
-103.6210214,18.8942435,1,132,158,838,108,22
-103.6043548,19.31924353,1,139,131,1140,112,39
-94.07102094,16.36091004,1,121,169,2133,98,66
-103.7960214,19.04424351,1,133,146,920,109,35
-99.55435456,21.19424362,1,156,80,722,86,35
-105.0126882,19.52757687,1,130,157,869,111,30
-95.21268767,18.46924348,1,91,154,2286,69,268
-93.14602089,16.83591006,1,130,126,1151,92,42
-92.0126875,15.85257668,1,140,146,1229,94,60
-98.96268786,21.72757699,1,121,130,1534,77,115
-88.40435398,18.63591016,1,95,184,1142,50,167
-107.654355,26.67757724,1,173,74,731,98,106
-99.06268787,21.4109103,1,135,68,1738,81,130
-96.76268775,17.02757674,1,159,82,692,94,15
-93.2710209,16.2275767,1,143,131,1238,102,25
-89.83768739,20.50257692,1,124,166,1063,74,79
-91.70435415,16.10257669,1,134,104,2173,66,264
-99.81268791,24.13591044,1,151,57,531,71,45
-103.8626881,18.94424351,1,131,161,753,106,22
-105.2376882,22.6442437,1,123,123,1346,116,80
-92.43768752,16.92757673,1,128,123,1845,71,142
-97.72102113,15.97757669,1,146,184,1376,111,15
-95.62935435,16.41924338,1,132,160,625,111,3
-105.1293548,20.36924358,1,137,71,1396,107,79
-97.80435447,19.82757689,1,135,49,1043,75,72
-99.99602125,21.927577,1,144,90,532,78,51
-104.0626881,19.81924355,1,154,119,865,99,48
-99.22102121,18.7692435,1,165,120,874,103,28
-99.02935453,22.65257703,1,116,123,1165,87,61
-92.69602087,15.97757669,1,145,119,1942,96,25
-104.3710215,19.76924355,1,147,116,888,100,55
-97.90435447,18.72757683,1,166,73,650,88,25
-92.05435417,16.09424336,1,140,100,1030,87,39
-98.64602118,21.02757695,1,135,72,2064,74,170
-97.02935443,17.77757678,1,147,97,613,93,33
-104.3960215,19.22757685,1,128,153,1077,115,35
-105.4126882,20.83591027,1,122,143,1248,119,43
-100.2626879,19.26924352,1,140,74,973,97,38
-99.79602124,20.6692436,1,165,45,529,81,34
-89.70435405,21.06924362,1,90,183,776,69,81
-99.06268787,18.87757684,1,166,116,922,100,34
-98.58768784,21.11091029,1,133,112,1762,62,182
-100.2543546,17.03591007,1,113,210,1034,114,23
-109.0126884,27.0359106,1,170,73,701,110,90
-96.60435441,17.26924342,1,140,57,888,86,54
-99.45435455,17.38591009,1,139,131,1180,108,22
-92.72102087,15.03590997,1,137,188,2565,91,85
-103.7210214,18.7442435,1,128,158,895,110,25
-100.1793546,21.93591033,1,160,76,653,84,41
-104.4043548,19.27757686,1,127,157,1080,115,37
-92.17102084,15.39424332,1,134,118,2066,78,80
-104.5043548,23.30257707,1,138,68,590,101,63
-98.62935451,20.98591028,1,136,68,1981,76,155
-97.07935443,16.09424336,1,154,122,1399,99,34
-105.2293549,21.53591031,1,115,148,1557,127,36
-98.95435453,18.90257684,1,166,113,914,104,16
-92.86268754,17.11091008,1,120,88,2030,53,276
-92.91268755,17.54424343,1,114,171,3708,44,768
-105.2376882,21.56091031,1,115,147,1592,128,36
-92.93768755,17.54424343,1,115,171,3788,44,794
-103.9876881,18.8692435,1,126,164,829,107,24
-93.56268758,16.07757669,1,129,103,1483,98,24
-102.7293547,20.31091024,1,154,69,835,109,35
-109.0043551,27.05257726,1,172,78,693,110,89
-96.37935439,19.58591021,1,96,169,1115,97,55
-92.17935417,15.93591002,1,143,143,1187,92,52
-98.64602118,18.61924349,1,172,110,791,103,21
-99.15435454,21.00257695,1,150,66,950,81,65
-103.1626881,21.17757696,1,182,62,800,116,31
-99.57935456,17.76091011,1,143,142,766,99,34
-104.3876881,19.69424355,1,142,103,1163,105,60
-93.12102089,16.90257673,1,128,136,1078,91,50
-95.17935433,18.43591015,1,93,161,2195,71,241
-98.57935451,24.41924379,1,135,82,674,62,83
-99.32935455,22.51924369,1,117,111,1248,83,74
-98.82102119,23.9525771,1,135,102,738,67,64
-96.4293544,19.76924355,1,93,171,1248,77,105
-103.6543548,19.23591019,1,140,146,1028,112,43
-99.31268788,23.57757708,1,138,85,542,68,45
-93.08768755,16.77757673,1,135,139,978,102,20
-93.3710209,16.77757673,1,124,136,961,91,43
-91.87935416,15.94424335,1,139,135,1119,98,40
-100.2793546,19.16924352,1,147,101,1030,100,43
-96.32102106,16.9192434,1,128,73,845,88,45
-97.0960211,18.23591014,1,139,72,1174,87,89
-97.41268778,18.51924348,1,152,65,504,89,19
-99.44602122,22.84424371,1,125,105,1428,91,69
-92.02935417,17.47757676,1,111,173,2602,52,474
-99.1460212,21.84424366,1,121,120,1647,83,101
-97.02935443,17.78591011,1,147,99,613,93,33
-93.12102089,16.73591006,1,136,138,955,104,18
-103.3793548,19.25257686,1,140,139,1304,110,39
-96.72935441,19.61924354,1,97,115,1272,67,131
-88.58768732,20.72757693,1,134,158,1207,62,116
-97.47935445,18.48591015,1,154,69,471,93,14
-96.5543544,18.51091015,1,112,165,1897,92,101
-97.32102111,18.71091016,1,152,48,651,81,37
-93.37935424,16.76091006,1,124,140,922,93,38
-92.0126875,16.01924335,1,141,130,1056,97,36
-88.57935399,20.67757693,1,134,157,1203,63,115
-96.46268773,16.28591003,1,131,86,909,100,18
-97.10435443,18.8442435,1,117,101,1935,83,119
-99.11268787,23.13591039,1,127,123,1209,80,66
-105.8376882,23.43591041,1,116,95,1244,96,149
-95.23768767,16.31924337,1,108,197,860,113,11
-95.60435435,16.41091004,1,131,164,613,111,4
-103.5376881,19.31924353,1,140,134,1141,111,39
-104.5793548,21.3359103,1,155,92,1043,117,59
-89.98768739,20.56091026,1,118,172,1101,74,87
-103.2710214,19.44424353,1,148,76,1050,106,44
-103.8543548,20.87757694,1,166,80,980,115,37
-91.73768748,16.07757669,1,135,104,2022,68,221
-93.12102089,16.86091006,1,130,124,1212,89,51
-98.27102116,17.33591009,1,163,61,1353,102,41
-104.1793548,22.39424369,1,152,57,703,100,80
-98.93768786,21.96924366,1,115,124,1328,80,95
-92.00435417,16.90257673,1,127,143,1930,65,171
-105.7210215,23.02757705,1,112,141,1090,107,85
-92.52102086,15.50257666,1,134,80,1419,86,30
-91.73768748,16.12757669,1,135,103,1995,67,230
-98.96268786,22.08591034,1,115,116,1388,81,92
-93.07935422,16.83591006,1,132,120,1267,91,47
-102.6543547,21.85257699,1,184,40,606,100,36
-93.58768758,15.96924335,1,131,157,1838,100,34
-98.22935449,20.51091026,1,132,78,1948,77,137
-88.53768732,20.48591025,1,134,159,1201,63,115
-94.02935427,16.41924338,1,119,147,1461,100,37
-97.31268778,20.0275769,1,110,119,2626,52,355
-103.8210214,20.72757693,1,161,66,1014,113,39
-99.52935456,21.07757695,1,158,70,689,80,38
-93.90435426,16.52757671,1,120,149,1120,101,26
-93.10435422,17.11091008,1,121,122,1718,57,221
-98.9710212,22.5942437,1,116,124,1165,87,60
-91.82935416,15.94424335,1,138,136,1214,93,62
-93.56268758,16.85257673,1,119,146,921,83,78
-101.637688,17.73591011,1,125,190,1003,110,21
-99.53768789,21.85257699,1,137,93,716,90,42
-104.2876881,19.08591018,1,114,172,940,112,31
-103.3376881,20.7942436,1,169,74,935,114,34
-105.9043549,23.41924374,1,116,122,1248,103,128
-99.79602124,16.8692434,1,115,208,1077,110,20
-98.43768783,21.11924362,1,127,123,1574,65,170
-93.30435423,16.49424338,1,135,128,1062,104,22
-96.88768775,18.91924351,1,115,119,2117,78,157
-99.38768788,22.52757703,1,123,98,1578,88,78
-92.97935422,17.37757676,1,111,139,3414,42,645
-87.58768727,20.84424361,1,116,164,1277,53,147
-90.07102073,18.24424347,1,115,159,1245,65,132
-98.4793545,23.64424375,1,126,99,840,65,104
-95.13768766,17.73591011,1,109,163,1615,87,112
-95.11268766,18.47757682,1,88,147,2563,66,333
-93.67935425,16.00257669,1,125,184,1745,100,33
-99.18768787,23.21924373,1,131,106,916,74,62
-103.6376881,19.31091019,1,139,136,1115,112,40
-88.41268731,18.7692435,1,96,182,1153,51,166
-98.89602119,21.57757698,1,124,122,2046,71,172
-91.76268749,16.10257669,1,136,104,1919,69,208
-107.9126883,27.2109106,1,176,57,860,95,122
-98.69602118,18.35257681,1,175,117,801,102,24
-103.5543548,19.3609102,1,142,116,1049,109,42
-92.51268752,16.61091005,1,130,50,1132,76,57
-99.22935454,18.75257683,1,166,120,871,103,27
-93.12102089,16.71924339,1,136,137,972,105,18
-99.92102124,21.56091031,1,156,80,680,88,38
-99.17935454,23.79424376,1,136,98,857,72,65
-105.2460215,20.6692436,1,125,158,1286,117,37
-89.96268739,18.01091012,1,106,162,1264,60,146
-96.16268772,17.96924346,1,100,165,3100,85,215
-92.96268755,16.02757669,1,145,130,1875,96,50
-99.6126879,16.71924339,1,120,210,1091,115,14
-90.52935409,19.39424353,1,119,164,1278,84,92
-96.92102109,18.91924351,1,115,116,2088,78,157
-97.02935443,18.91091017,1,115,108,2012,79,147
-92.12102084,17.26091009,1,115,172,2568,55,357
-94.15435428,16.36924337,1,120,179,1740,102,18
-100.2710213,18.36091014,1,146,161,1166,113,27
-98.57102117,21.16924362,1,130,124,1700,66,163
-91.97935416,17.50257676,1,109,175,2464,54,469
-99.75435457,18.36091014,1,138,131,1107,107,27
-93.53768758,16.68591006,1,123,146,845,99,27
-93.72935426,16.26924337,1,126,121,1246,100,33
-93.78768759,16.2775767,1,126,152,1596,100,39
-104.0043548,20.01091023,1,151,101,790,93,51
-103.2626881,20.28591024,1,146,71,798,106,33
-96.47102106,19.76924355,1,95,165,1235,73,112
-92.99602088,15.47757666,1,141,179,2523,95,66
-99.92102124,18.44424348,1,129,122,1225,106,34
-103.7293548,19.10257685,1,137,155,819,106,29
-103.7126881,19.07757685,1,136,152,856,108,33
-91.11268745,16.88591007,1,111,165,2329,67,246
-100.0876879,19.98591023,1,159,26,812,93,39
-99.08768787,22.17757701,1,116,118,1305,86,67
-95.04602099,17.19424342,1,103,169,2677,87,224
-95.11268766,18.41924348,1,92,158,2365,71,269
-103.4126881,19.54424354,1,152,92,928,100,49
-103.7210214,19.44424353,1,143,101,827,106,37
-91.72935415,16.13591003,1,134,102,2012,66,235
-95.82935436,17.81091011,1,109,172,2163,83,159
-102.3293547,19.94424356,1,167,51,912,96,45
-99.69602123,21.06924362,1,162,64,611,77,36
-88.86268733,17.91924345,1,98,178,1470,55,274
-92.82102087,16.72757672,1,129,82,1382,80,68
-99.67935457,24.88591048,1,140,75,860,67,67
-93.58768758,16.16924336,1,129,106,1392,98,26
-99.6376879,17.5609101,1,115,109,1422,102,34
-99.34602121,18.96924351,1,155,41,1131,100,32
-105.3210215,19.85257689,1,133,157,714,107,31
-93.02102088,17.34424342,1,112,142,3341,43,621
-99.50435456,17.54424343,1,139,120,933,103,19
-99.6376879,17.81091011,1,141,140,734,99,34
-99.36268788,20.57757693,1,169,57,427,73,34
-95.04602099,16.57757672,1,97,194,918,108,18
-99.91268791,21.62757698,1,152,83,675,89,41
-100.2626879,22.57757703,1,162,73,540,71,47
-93.11268756,16.71091006,1,137,136,988,105,18
-93.00435422,17.49424343,1,114,163,4237,43,873
-99.15435454,23.10257706,1,128,115,1223,82,66
-94.02935427,16.45257671,1,119,142,1268,101,29
-93.10435422,16.73591006,1,137,139,950,105,16
-102.062688,18.03591013,1,127,177,1038,109,28
-89.55435404,21.03591028,1,100,178,906,68,96
-97.87935447,23.78591043,1,116,112,955,70,114
-102.8126881,23.51091041,1,188,15,406,87,35
-96.78768775,19.34424353,1,115,128,1147,84,77
-97.24602111,18.40257681,1,145,88,611,89,30
-93.10435422,16.88591007,1,129,137,1062,94,44
-93.65435425,15.97757669,1,126,183,1784,100,33
-95.62102102,16.39424337,1,132,164,612,111,4
-88.48768732,18.66924349,1,97,178,1185,52,169
-99.82935457,21.05257695,1,170,71,459,78,27
-96.17102105,17.00257674,1,123,72,1238,86,91
-99.57102123,21.17757696,1,157,74,713,83,39
-103.1543547,18.7692435,1,125,126,1269,97,53
-106.4126882,23.2359104,1,95,149,784,121,39
-87.60435394,20.86924361,1,116,164,1285,53,147
-98.23768782,20.47757692,1,132,69,1898,77,142
-91.9876875,16.34424337,1,137,95,1253,74,87
-99.67102123,17.81091011,1,137,133,800,101,32
-97.66268779,18.09424346,1,167,46,642,96,24
-88.57935399,20.7192436,1,134,158,1209,63,115
-99.47935455,17.36091009,1,138,135,1255,109,22
-98.77935452,16.79424339,1,147,182,1477,110,24
-99.18768787,21.00257695,1,153,71,802,83,48
-97.34602111,18.46091015,1,147,79,530,92,20
-98.59602118,18.2025768,1,170,117,840,99,26
-86.9793539,21.02757695,1,100,176,1104,51,183
-97.15435443,18.19424347,1,153,119,412,94,12
-99.28768788,23.60257708,1,140,72,614,73,47
-88.15435396,21.21091029,1,122,160,1125,63,125
-99.91268791,18.27757681,1,140,135,1012,111,21
-99.18768787,22.21924368,1,118,105,1415,85,79
-89.82935405,20.7442436,1,110,175,977,75,80
-92.1126875,15.11924331,1,123,44,1976,82,46
-89.94602072,20.56091026,1,119,170,1095,73,86
-99.56268789,21.20257696,1,157,79,704,85,36
-96.12935438,19.09424351,1,84,177,1606,103,64
-100.3793546,19.13591018,1,156,121,1024,102,44
-98.9710212,21.61091031,1,124,124,1942,74,152
-107.504355,25.53591052,1,163,87,1025,105,115
-99.57102123,21.22757696,1,156,78,713,84,38
-99.16268787,17.40257676,1,142,139,1253,106,23
-99.60435456,18.55257682,1,131,114,1175,102,35
-107.5460216,27.45257728,1,183,-11,776,90,109
-102.9043547,19.36924353,1,146,153,891,104,32
-107.679355,26.69424391,1,174,72,735,99,107
-89.62102071,20.96091028,1,103,177,972,70,95
-97.21268777,18.39424348,1,142,83,758,88,42
-97.12935443,17.86924345,1,150,62,730,90,45
-92.02935417,17.49424343,1,110,175,2586,52,485
-105.4626882,23.06924372,1,119,93,1272,99,154
-99.90435458,24.71924381,1,152,57,606,68,51
-92.14602084,16.65257672,1,131,86,1606,64,144
-98.06268781,16.77757673,1,154,150,1798,110,21
-103.8460214,20.88591027,1,168,84,977,115,37
-100.1210213,23.41091041,1,163,56,471,63,45
-99.05435453,18.99424351,1,160,66,1005,102,27
-99.17935454,18.87757684,1,153,118,958,103,33
-99.27102121,21.93591033,1,121,112,1735,87,97
-92.78768754,15.56091,1,139,127,2644,90,72
-88.62102066,18.34424348,1,99,172,1370,60,218
-103.6126881,19.24424352,1,140,144,1094,112,40
-104.7793548,22.48591036,1,132,42,992,99,119
-92.42102085,14.71924329,1,129,191,1463,94,16
-98.88768786,21.96091033,1,115,126,1305,78,100
-98.65435451,20.57757693,1,138,45,1013,77,99
-97.1710211,19.14424352,1,143,39,1310,77,110
-96.80435442,18.71091016,1,116,133,2580,78,188
-98.9960212,18.59424349,1,169,120,821,105,20
-101.6043547,17.72757678,1,125,190,1015,110,18
-98.57102117,18.88591017,1,163,64,995,95,24
-92.81268754,15.65257667,1,135,84,1627,91,27
-99.56268789,20.22757691,1,161,31,740,87,41
-88.56268732,20.67757693,1,134,157,1209,63,115
-96.12102105,17.70257678,1,107,155,3649,78,290
-103.6460214,19.62757688,1,131,35,1044,92,56
-91.73768748,16.09424336,1,135,104,2026,68,228
-97.17935444,20.16091024,1,109,145,1431,49,200
-89.56268737,21.23591029,1,83,186,591,64,75
-99.72102123,24.70257714,1,143,70,784,70,60
-92.04602083,16.10257669,1,140,97,1022,85,41
-96.49602107,15.95257668,1,143,128,1597,94,55
-99.47102122,20.28591024,1,159,34,708,86,40
-99.52102122,17.12757675,1,141,183,1348,110,48
-95.58768769,16.45257671,1,131,160,651,111,5
-92.18768751,15.14424331,1,126,130,3449,74,114
-94.25435428,16.41924338,1,120,175,1590,104,14
-90.95435411,16.10257669,1,112,176,3068,68,317
-98.55435451,20.87757694,1,139,83,1728,71,138
-108.3626884,27.10257727,1,174,51,873,105,111
-99.15435454,21.86924366,1,121,116,1677,83,105
-99.57935456,21.19424362,1,157,75,707,83,38
-98.53768784,20.34424358,1,138,44,896,77,69
-96.68768774,19.5359102,1,106,130,983,79,79
-95.01268766,17.38591009,1,106,167,2481,84,218
-92.78768754,15.09424331,1,139,186,2672,91,85
-103.9626881,19.22757685,1,138,139,1071,113,50
-98.43768783,23.20257706,1,116,89,1019,78,79
-103.8376881,20.88591027,1,168,85,978,115,36
-99.60435456,17.82757678,1,143,142,745,99,32
-96.92102109,17.65257677,1,142,115,589,94,23
-98.07102115,21.17757696,1,109,131,1313,61,154
-98.16268782,18.7192435,1,169,101,786,97,19
-97.8626878,25.45257718,1,116,91,699,54,105
-105.3126882,20.36924358,1,137,117,1619,115,46
-100.2126879,21.94424366,1,162,70,701,86,41
-104.5126882,19.13591018,1,115,170,965,112,36
-103.6626881,19.33591019,1,140,127,1070,112,40
-93.17102089,17.36091009,1,109,146,3574,42,696
-99.26268788,23.79424376,1,139,79,689,73,56
-97.45435445,20.91091028,1,92,148,1134,64,116
-96.67102108,17.16091008,1,136,45,1123,86,63
-99.10435454,23.22757706,1,130,108,868,72,66
-90.97102078,16.90257673,1,107,176,2125,64,243
-100.4126879,21.35257697,1,162,44,515,80,34
-92.49602086,16.8942434,1,126,103,1944,68,163
-99.79602124,18.50257682,1,129,112,1195,103,39
-103.6126881,21.31924363,1,162,47,857,114,48
-99.22935454,18.7692435,1,165,120,874,103,28
-92.04602083,17.47757676,1,110,173,2641,52,446
-99.23768788,21.00257695,1,154,76,745,85,41
-96.4293544,19.72757688,1,93,163,1157,77,96
-99.17102121,23.08591039,1,129,99,1081,81,63
-99.97102125,21.47757697,1,156,84,631,91,35
-108.929355,26.99424393,1,174,82,677,111,91
-97.21268777,20.49424359,1,94,144,1266,56,160
-95.171021,18.35257681,1,95,161,1961,71,214
-98.30435449,21.05257695,1,125,120,1469,61,172
-96.83768775,18.87757684,1,120,131,2049,79,140
-92.59602086,16.05257669,1,146,133,1443,95,35
-89.92102072,20.53591026,1,121,169,1101,74,84
-97.20435444,18.42757681,1,145,57,835,86,49
-102.6710214,21.84424366,1,184,41,618,101,36
-97.21268777,20.31091024,1,101,143,1370,51,183
-99.62935456,18.78591017,1,138,109,1170,101,40
-97.10435443,19.06924351,1,132,61,1784,73,165
-105.0710215,19.56924354,1,131,159,790,108,29
-98.95435453,21.81091032,1,118,129,1439,76,105
-88.93768734,21.14424362,1,119,168,1004,67,113
-99.85435457,18.56924349,1,134,120,1253,105,36
-100.1043546,21.88591033,1,155,83,630,83,44
-99.65435456,20.52757692,1,176,54,484,79,33
-97.02102109,18.8692435,1,117,112,2010,78,151
-98.78768785,20.61091026,1,152,54,545,80,34
-90.52935409,19.83591022,1,97,182,1071,82,73
-99.0460212,22.6442437,1,116,118,1180,87,62
-98.20435449,23.76091042,1,129,108,601,66,75
-106.2126882,23.2609104,1,103,147,783,115,59
-100.1626879,25.31924384,1,136,62,785,79,56
-92.89602088,15.58591,1,141,148,2752,92,87
-93.07102089,16.16924336,1,145,129,1649,97,49
-103.2626881,20.29424358,1,147,65,798,106,34
